Unnamed: 0,book_title,review_content,rating,label,clean_review,tokens,tokens_str
2381,코로나 이후의 세계,정말 읽을 것 없는 책이다. 실망스럽네. 제목에 낚인 기분.게다가 미국 만의 상황이 대부분. 일반적인 내용이야 누구나 알 상식선의 짧은 코멘트 정도라고나 할까. 시간 아깝다.,1,0,정말 읽을 것 없는 책이다  실망스럽네  제목에 낚인 기분 게다가 미국 만의 상황이 대부분  일반적인 내용이야 누구나 알 상식선의 짧은 코멘트 정도라고나 할까  시간 아깝다 ,"['정말', '읽을', '것', '없는', '책', '이다', '실망', '스럽네', '제목', '에', '낚', '인', '기분', '게다가', '미국', '만의', '상황', '이', '대부분', '일반', '적', '인', '내용', '이야', '누구', '나', '알', '상식', '선의', '짧은', '코멘트', '정도', '라고', '나', '할까', '시간', '아깝다']",정말 읽을 것 없는 책 이다 실망 스럽네 제목 에 낚 인 기분 게다가 미국 만의 상황 이 대부분 일반 적 인 내용 이야 누구 나 알 상식 선의 짧은 코멘트 정도 라고 나 할까 시간 아깝다
2382,이건희 컬렉션,내용이 없는 이런 책은 돈주고 사면 안됩니다.,1,0,내용이 없는 이런 책은 돈주고 사면 안됩니다 ,"['내용', '이', '없는', '이런', '책', '은', '돈', '주고', '사면', '안됩니다']",내용 이 없는 이런 책 은 돈 주고 사면 안됩니다
2383,자유의 적들,"습자지같은 얋은 지식으로 자기가 생각하는 결론에 반하는 위대한 사상가들을 비난하고, 그비판하는 잣대가 고작 현시점 이라는것에 유치함을 금할수가없다....",2,0,습자지같은 얋은 지식으로 자기가 생각하는 결론에 반하는 위대한 사상가들을 비난하고  그비판하는 잣대가 고작 현시점 이라는것에 유치함을 금할수가없다 ,"['습자', '지', '같은', '얋', '은', '지식', '으로', '자기', '가', '생각', '하는', '결론', '에', '반하는', '위대한', '사상가', '들', '을', '비난', '하고', '그', '비판', '하', '는', '잣', '대가', '고작', '현', '시점', '이', '라는', '것', '에', '유치함을', '금', '할수가', '없다']",습자 지 같은 얋 은 지식 으로 자기 가 생각 하는 결론 에 반하는 위대한 사상가 들 을 비난 하고 그 비판 하 는 잣 대가 고작 현 시점 이 라는 것 에 유치함을 금 할수가 없다
2384,All Time Jazz 명반 가이드북,뻔하지않은 음반선정은 좋았으나들쑥날쑥한 글 서술이 다소 산만하다글이 너무 별로인듯,2,0,뻔하지않은 음반선정은 좋았으나들쑥날쑥한 글 서술이 다소 산만하다글이 너무 별로인듯,"['뻔하지', '않은', '음반', '선정', '은', '좋았으나', '들쑥날쑥한', '글', '서술', '이', '다소', '산만하다', '글', '이', '너무', '별로', '인', '듯']",뻔하지 않은 음반 선정 은 좋았으나 들쑥날쑥한 글 서술 이 다소 산만하다 글 이 너무 별로 인 듯
2385,숲에서 자본주의를 껴안다,"2011년 3월, 동일본대지진이 일본을 덮쳤고 국가의 시스템 자체가 마비됐다. 사람들은 평소에 당연하게 누려오던 물, 연료, 식량 등이 제대로 공급되지 않고 수중에 있는 돈으로도 해결할 수 없는 상황에 공포를 느꼈다. 정상적으로 기능하던 화폐경제가 삐그덕대자 덜컥 다가온 무력감.⠀'산촌자본주의'는 돈이 부족해져도 물과 식량과 연료를 계속해서 손에 넣을 수 있는 시스템, 이른바 안심과 안전의 네트워크를 미리 준비해두기 위한 실천이다. 앞서 말한 바와 같이 돈의 순환이 모든 것을 결정한다는 전제하에서 구축된 '머니자본주의' 경제시스템의...+ 더보기",1,0,년  월  동일본대지진이 일본을 덮쳤고 국가의 시스템 자체가 마비됐다  사람들은 평소에 당연하게 누려오던 물  연료  식량 등이 제대로 공급되지 않고 수중에 있는 돈으로도 해결할 수 없는 상황에 공포를 느꼈다  정상적으로 기능하던 화폐경제가 삐그덕대자 덜컥 다가온 무력감 산촌자본주의 는 돈이 부족해져도 물과 식량과 연료를 계속해서 손에 넣을 수 있는 시스템  이른바 안심과 안전의 네트워크를 미리 준비해두기 위한 실천이다  앞서 말한 바와 같이 돈의 순환이 모든 것을 결정한다는 전제하에서 구축된  머니자본주의  경제시스템의  더보기,"['년', '월', '동일본', '대지진', '이', '일본', '을', '덮', '쳤고', '국가', '의', '시스템', '자체', '가', '마비', '됐다', '사람', '들', '은', '평소', '에', '당연하게', '누려오던', '물', '연료', '식량', '등', '이', '제대로', '공급', '되지', '않고', '수중', '에', '있는', '돈', '으로도', '해결', '할', '수', '없는', '상황', '에', '공포', '를', '느꼈다', '정상', '적', '으로', '기능', '하던', '화폐', '경제', '가', '삐', '그', '덕대', '자', '덜컥', '다가온', '무력감', '산촌', '자본주의', '는', '돈', '이', '부족해져도', '물', '과', '식량', '과', '연료', '를', '계속', '해서', '손', '에', '넣을', '수', '있는', '시스템', '이른바', '안심', '과', '안전', '의', '네트워크', '를', '미리', '준비', '해', '두기', '위', '한', '실천', '이다', '앞서', '말', '한', '바', '와', '같이', '돈', '의', '순환', '이', '모든', '것', '을', '결정', '한다는', '전제', '하', '에서', '구축', '된', '머니', '자본주의', '경', '제', '시스템', '의', '더', '보기']",년 월 동일본 대지진 이 일본 을 덮 쳤고 국가 의 시스템 자체 가 마비 됐다 사람 들 은 평소 에 당연하게 누려오던 물 연료 식량 등 이 제대로 공급 되지 않고 수중 에 있는 돈 으로도 해결 할 수 없는 상황 에 공포 를 느꼈다 정상 적 으로 기능 하던 화폐 경제 가 삐 그 덕대 자 덜컥 다가온 무력감 산촌 자본주의 는 돈 이 부족해져도 물 과 식량 과 연료 를 계속 해서 손 에 넣을 수 있는 시스템 이른바 안심 과 안전 의 네트워크 를 미리 준비 해 두기 위 한 실천 이다 앞서 말 한 바 와 같이 돈 의 순환 이 모든 것 을 결정 한다는 전제 하 에서 구축 된 머니 자본주의 경 제 시스템 의 더 보기
2386,스노우맨,북유럽의 추운 날씨가 범죄의 잔혹함과 오싹함을 배가시킨다. 다른 사람의 잘못과 죄를 단죄한다는 건 오만한 생각이다. 불완전한 존재인 인간은 수많은 과오를 저지른다. 때론 누군가에게 치명적인 잘못도... 그로 인해 돌이킬 수 없는 결과를 초래한다면....,2,0,북유럽의 추운 날씨가 범죄의 잔혹함과 오싹함을 배가시킨다  다른 사람의 잘못과 죄를 단죄한다는 건 오만한 생각이다  불완전한 존재인 인간은 수많은 과오를 저지른다  때론 누군가에게 치명적인 잘못도  그로 인해 돌이킬 수 없는 결과를 초래한다면 ,"['북유럽', '의', '추운', '날씨', '가', '범죄', '의', '잔혹함과', '오싹함을', '배', '가', '시킨다', '다른', '사람', '의', '잘못', '과', '죄', '를', '단죄', '한다는', '건', '오만한', '생각', '이다', '불완전한', '존재', '인', '인간', '은', '수많은', '과오', '를', '저지른다', '때론', '누군가', '에게', '치명', '적', '인', '잘못', '도', '그로', '인해', '돌이킬', '수', '없는', '결과', '를', '초래', '한다면']",북유럽 의 추운 날씨 가 범죄 의 잔혹함과 오싹함을 배 가 시킨다 다른 사람 의 잘못 과 죄 를 단죄 한다는 건 오만한 생각 이다 불완전한 존재 인 인간 은 수많은 과오 를 저지른다 때론 누군가 에게 치명 적 인 잘못 도 그로 인해 돌이킬 수 없는 결과 를 초래 한다면
2387,마리 앙투아네트 베르사유의 장미,"워낙 유명하고 역사에 길이 남을 프랑스 혁명이 소재라는 점, 게다가 츠바이크의 해석은 역사 평가와 달리 문학적이라는 점, 그것이 이 책의 장점이다. 번역 문체가 좀 올드한 것은 단점이다.",2,0,워낙 유명하고 역사에 길이 남을 프랑스 혁명이 소재라는 점  게다가 츠바이크의 해석은 역사 평가와 달리 문학적이라는 점  그것이 이 책의 장점이다  번역 문체가 좀 올드한 것은 단점이다 ,"['워낙', '유명하고', '역사', '에', '길이', '남', '을', '프랑스', '혁명', '이', '소재', '라는', '점', '게다가', '츠바이크', '의', '해석', '은', '역사', '평가', '와', '달리', '문학', '적', '이라는', '점', '그것', '이', '이', '책', '의', '장점', '이다', '번역', '문체', '가', '좀', '올드', '한', '것', '은', '단점', '이다']",워낙 유명하고 역사 에 길이 남 을 프랑스 혁명 이 소재 라는 점 게다가 츠바이크 의 해석 은 역사 평가 와 달리 문학 적 이라는 점 그것 이 이 책 의 장점 이다 번역 문체 가 좀 올드 한 것 은 단점 이다
2388,한 권으로 끝내는 해커스 토익 실전 LC + RC (모의고사 + 해설집),토익 여러본 본 사람으로서 리뷰. 실제 토익에서 나오는 문제들보다 비틀어서 낸 문제의 비중이 높음. 물론 실제문제에도 있음. 다만 이 책엔 비중이 많아서 오히려 나중엔 기본문제도 더 헷갈리게 만들어 버리는 부작용. 그냥 듣고 쓱 푸는 문제인데 계속 다음 내용과 이어서 유추하려함. 솔직히 비추,2,0,토익 여러본 본 사람으로서 리뷰  실제 토익에서 나오는 문제들보다 비틀어서 낸 문제의 비중이 높음  물론 실제문제에도 있음  다만 이 책엔 비중이 많아서 오히려 나중엔 기본문제도 더 헷갈리게 만들어 버리는 부작용  그냥 듣고 쓱 푸는 문제인데 계속 다음 내용과 이어서 유추하려함  솔직히 비추,"['토익', '여러', '본', '본', '사람', '으로서', '리뷰', '실제', '토익', '에서', '나오는', '문제', '들', '보다', '비', '틀어서', '낸', '문제', '의', '비중', '이', '높음', '물론', '실제', '문제', '에도', '있음', '다만', '이', '책', '엔', '비중', '이', '많아서', '오히려', '나중', '엔', '기', '본', '문제', '도', '더', '헷갈리게', '만들어', '버리는', '부작용', '그냥', '듣고', '쓱', '푸는', '문제', '인데', '계속', '다음', '내용', '과', '이어서', '유추', '하려', '함', '솔직히', '비추']",토익 여러 본 본 사람 으로서 리뷰 실제 토익 에서 나오는 문제 들 보다 비 틀어서 낸 문제 의 비중 이 높음 물론 실제 문제 에도 있음 다만 이 책 엔 비중 이 많아서 오히려 나중 엔 기 본 문제 도 더 헷갈리게 만들어 버리는 부작용 그냥 듣고 쓱 푸는 문제 인데 계속 다음 내용 과 이어서 유추 하려 함 솔직히 비추
2389,로드,띠지에 적혀있기를 ｀ 성경에 버금가는 소설 ｀ 이라던데난 잘 모르겠다,2,0,띠지에 적혀있기를   성경에 버금가는 소설   이라던데난 잘 모르겠다,"['띠', '지에', '적혀', '있기를', '성경', '에', '버금', '가는', '소설', '이라던데난', '잘', '모르겠다']",띠 지에 적혀 있기를 성경 에 버금 가는 소설 이라던데난 잘 모르겠다
2390,다시 페미니즘의 도전,실존하지 않는 남혐? 재기해! 한남 소추 이런 말은 남혐이 아니란 거냐?,1,0,실존하지 않는 남혐  재기해  한남 소추 이런 말은 남혐이 아니란 거냐 ,"['실존', '하지', '않는', '남혐', '재기', '해', '한남', '소', '추', '이런', '말', '은', '남혐', '이', '아니란', '거', '냐']",실존 하지 않는 남혐 재기 해 한남 소 추 이런 말 은 남혐 이 아니란 거 냐
2391,뉴라이트 비판,대한민국이 한반도 역사상 가장 발전되고 부유한 나라인 것은 팩트이다.자본주의의 희생이라는 망말은 공산주의 중국과 북한이 주장하는 말인데 대학교수라는 자가 이들 공산사회주의 주장을 퍼뜨리는 것은 자유민주주의가 아닌 인민민주주의를 옹호하는 증거이다.이들의 사상은 읽을 필요도 없다.,1,0,대한민국이 한반도 역사상 가장 발전되고 부유한 나라인 것은 팩트이다 자본주의의 희생이라는 망말은 공산주의 중국과 북한이 주장하는 말인데 대학교수라는 자가 이들 공산사회주의 주장을 퍼뜨리는 것은 자유민주주의가 아닌 인민민주주의를 옹호하는 증거이다 이들의 사상은 읽을 필요도 없다 ,"['대한민국', '이', '한반도', '역사상', '가장', '발전', '되고', '부유한', '나라', '인', '것', '은', '팩트', '이다', '자본주의', '의', '희생', '이라는', '망말', '은', '공산주의', '중국', '과', '북한', '이', '주장', '하는', '말', '인데', '대학교수', '라는', '자가', '이', '들', '공산', '사회주의', '주장', '을', '퍼뜨리', '는', '것', '은', '자유', '민주주의', '가', '아닌', '인민', '민주주의', '를', '옹호', '하는', '증거', '이다', '이', '들', '의', '사상', '은', '읽을', '필요', '도', '없다']",대한민국 이 한반도 역사상 가장 발전 되고 부유한 나라 인 것 은 팩트 이다 자본주의 의 희생 이라는 망말 은 공산주의 중국 과 북한 이 주장 하는 말 인데 대학교수 라는 자가 이 들 공산 사회주의 주장 을 퍼뜨리 는 것 은 자유 민주주의 가 아닌 인민 민주주의 를 옹호 하는 증거 이다 이 들 의 사상 은 읽을 필요 도 없다
2392,존리의 왜 주식인가,"연금저축펀드와 퇴직연금(,DB형. DC형)에 대해 공부하기필기해둔 것 정리할 것",2,0,연금저축펀드와 퇴직연금 형   형 에 대해 공부하기필기해둔 것 정리할 것,"['연금', '저축', '펀드', '와', '퇴직', '연금', '형', '형', '에', '대해', '공부', '하기', '필기', '해', '둔', '것', '정리', '할', '것']",연금 저축 펀드 와 퇴직 연금 형 형 에 대해 공부 하기 필기 해 둔 것 정리 할 것
2393,상처받은 아이는 외로운 어른이 된다,"이미 수 많은 심리학 관련 서적이 출판되어있습니다. 각 책마다 다양한 주제를 다루나, 가족에 대한 내용을 다루는 책을 알아보고 계시다면 차라리 가족의 두 얼굴 이라는 제목의 최광현 저자의 책을 추천합니다. 분량 채우기를 위해 불필요하게 길게 늘어 쓴 설명들, 체크사항, 질문사항들이 아쉽습니다",2,0,이미 수 많은 심리학 관련 서적이 출판되어있습니다  각 책마다 다양한 주제를 다루나  가족에 대한 내용을 다루는 책을 알아보고 계시다면 차라리 가족의 두 얼굴 이라는 제목의 최광현 저자의 책을 추천합니다  분량 채우기를 위해 불필요하게 길게 늘어 쓴 설명들  체크사항  질문사항들이 아쉽습니다,"['이미', '수', '많은', '심리학', '관련', '서적', '이', '출판', '되어있습니다', '각', '책', '마다', '다양한', '주제', '를', '다루나', '가족', '에', '대한', '내용', '을', '다루는', '책', '을', '알아보고', '계시다면', '차라리', '가족', '의', '두', '얼굴', '이라는', '제목', '의', '최광현', '저자', '의', '책', '을', '추천', '합니다', '분량', '채우기를', '위해', '불필요하게', '길게', '늘어', '쓴', '설명', '들', '체크', '사항', '질문', '사항', '들', '이', '아쉽습니다']",이미 수 많은 심리학 관련 서적 이 출판 되어있습니다 각 책 마다 다양한 주제 를 다루나 가족 에 대한 내용 을 다루는 책 을 알아보고 계시다면 차라리 가족 의 두 얼굴 이라는 제목 의 최광현 저자 의 책 을 추천 합니다 분량 채우기를 위해 불필요하게 길게 늘어 쓴 설명 들 체크 사항 질문 사항 들 이 아쉽습니다
2394,이미지와 글쓰기,절판되서 다행이다만 중고라도 이 책 사지 마세요. 그냥 영역본 읽으시는 게 훨씬 빠릅니다. 편역자가 프랑스어는 물론 한국어를 못합니다. 비문과 탈맥락적 문장이 넘쳐나는 번역문을 스스로 의문도 갖지 않고 출판한 베짱만이 대단하며 그런 주제에 편역자 해설을 붙여놓은 건 덤이에요.,1,0,절판되서 다행이다만 중고라도 이 책 사지 마세요  그냥 영역본 읽으시는 게 훨씬 빠릅니다  편역자가 프랑스어는 물론 한국어를 못합니다  비문과 탈맥락적 문장이 넘쳐나는 번역문을 스스로 의문도 갖지 않고 출판한 베짱만이 대단하며 그런 주제에 편역자 해설을 붙여놓은 건 덤이에요 ,"['절판', '되서', '다행', '이', '다만', '중고', '라도', '이', '책', '사지', '마세요', '그냥', '영역', '본', '읽으시는', '게', '훨씬', '빠릅니다', '편', '역자', '가', '프랑스어', '는', '물론', '한국어', '를', '못', '합니다', '비문', '과', '탈', '맥락', '적', '문장', '이', '넘쳐나는', '번역', '문', '을', '스스로', '의문', '도', '갖지', '않고', '출판', '한', '베', '짱', '만이', '대단하며', '그런', '주제', '에', '편', '역자', '해설', '을', '붙여놓은', '건', '덤', '이에요']",절판 되서 다행 이 다만 중고 라도 이 책 사지 마세요 그냥 영역 본 읽으시는 게 훨씬 빠릅니다 편 역자 가 프랑스어 는 물론 한국어 를 못 합니다 비문 과 탈 맥락 적 문장 이 넘쳐나는 번역 문 을 스스로 의문 도 갖지 않고 출판 한 베 짱 만이 대단하며 그런 주제 에 편 역자 해설 을 붙여놓은 건 덤 이에요
2395,한번 시작하면 잠들 수 없는 세계사,16~17세기의 세계 최강은 명나라였습니다.,1,0,세기의 세계 최강은 명나라였습니다 ,"['세기', '의', '세계', '최강', '은', '명나라', '였습니다']",세기 의 세계 최강 은 명나라 였습니다
2396,헌등사,실망이 이루 말할 수 없이 큰 책.. 다와다 요코는 판타지를 쓰는 작가이지 SF작가는 아니라는 큰 교훈을 얻음..,1,0,실망이 이루 말할 수 없이 큰 책  다와다 요코는 판타지를 쓰는 작가이지  작가는 아니라는 큰 교훈을 얻음 ,"['실망', '이', '이루', '말', '할', '수', '없이', '큰', '책', '다', '와다', '요코', '는', '판타지', '를', '쓰는', '작가', '이지', '작가', '는', '아니라는', '큰', '교훈', '을', '얻음']",실망 이 이루 말 할 수 없이 큰 책 다 와다 요코 는 판타지 를 쓰는 작가 이지 작가 는 아니라는 큰 교훈 을 얻음
2397,"타고난 성, 만들어진 성",남여의 여성성에 관해서 그간 많이 이론들이 존재해왔다. 과거엔 남자가 남성이 우위에 서있엇으나 사회적인 분위기에 편승하여 근래에는 여성의 입장을 대변하는 이론들이 더 많이 등장햇다. 그래서 마가렛미드의 주장처럼 성은 단지 사회환경적 요인에서 기인한 것이라고 까지 주장하기도한다. 또 그 이론이 버젓히 고등학교 교과서에 실려있기도 하다. 하지만.. 하지만... 정신적이 차이라면 몰라도 신체적인 차이는 분명히 남여간에 존재하고 또 이것을 부정할수는 없다. 또 이러한 차이를 배제하고 정신적인 동등성만을 강조해서는 진실한 남여에 관한 가치관...+ 더보기,2,0,남여의 여성성에 관해서 그간 많이 이론들이 존재해왔다  과거엔 남자가 남성이 우위에 서있엇으나 사회적인 분위기에 편승하여 근래에는 여성의 입장을 대변하는 이론들이 더 많이 등장햇다  그래서 마가렛미드의 주장처럼 성은 단지 사회환경적 요인에서 기인한 것이라고 까지 주장하기도한다  또 그 이론이 버젓히 고등학교 교과서에 실려있기도 하다  하지만  하지만  정신적이 차이라면 몰라도 신체적인 차이는 분명히 남여간에 존재하고 또 이것을 부정할수는 없다  또 이러한 차이를 배제하고 정신적인 동등성만을 강조해서는 진실한 남여에 관한 가치관  더보기,"['남여', '의', '여성성', '에', '관해', '서', '그간', '많이', '이론', '들', '이', '존재', '해왔다', '과거', '엔', '남자', '가', '남성', '이', '우위', '에', '서있엇으', '나', '사회', '적', '인', '분위기', '에', '편승', '하여', '근래', '에는', '여성', '의', '입장', '을', '대변', '하는', '이론', '들', '이', '더', '많이', '등장', '햇', '다', '그래서', '마가렛', '미드', '의', '주장', '처럼', '성은', '단지', '사회', '환경', '적', '요인', '에서', '기인', '한', '것', '이라고', '까지', '주장', '하기도', '한다', '또', '그', '이론', '이', '버젓히', '고등학교', '교과서', '에', '실려있', '기도', '하다', '하지만', '하지만', '정신', '적', '이', '차이라면', '몰라도', '신체', '적', '인', '차이는', '분명히', '남여', '간', '에', '존재', '하고', '또', '이', '것', '을', '부정', '할수는', '없다', '또', '이러한', '차이', '를', '배제', '하고', '정신', '적', '인', '동등', '성', '만을', '강조', '해서는', '진실한', '남여', '에', '관', '한', '가치관', '더', '보기']",남여 의 여성성 에 관해 서 그간 많이 이론 들 이 존재 해왔다 과거 엔 남자 가 남성 이 우위 에 서있엇으 나 사회 적 인 분위기 에 편승 하여 근래 에는 여성 의 입장 을 대변 하는 이론 들 이 더 많이 등장 햇 다 그래서 마가렛 미드 의 주장 처럼 성은 단지 사회 환경 적 요인 에서 기인 한 것 이라고 까지 주장 하기도 한다 또 그 이론 이 버젓히 고등학교 교과서 에 실려있 기도 하다 하지만 하지만 정신 적 이 차이라면 몰라도 신체 적 인 차이는 분명히 남여 간 에 존재 하고 또 이 것 을 부정 할수는 없다 또 이러한 차이 를 배제 하고 정신 적 인 동등 성 만을 강조 해서는 진실한 남여 에 관 한 가치관 더 보기
2398,깃털 없는 기러기 보르카,"꽤 예전에 보았던 동화인데 제목을 달리 해 새로 출간되었다. 그 때는 '깃털없는 거위 보르카'여서 거위인 줄만 알았는데 기러기였나보다 (기러기여야 말이 된다 ^^;;;) 교훈적인 내용이지만 너무 솔직하게 교과서적이고, 그림도 다소 거칠어서 눈에 쏙 들어오지는 않는다. 아쉬운 점은, 깃털없는 새에 대해 왜 남들이 편견을 갖게 되는지에 대한 시각도 조명해 줬으면 하는 부분이다. 깃털이 없든, 다리가 불편하든 남들보다 특별한 것은 사실이다. 때문에 그런 친구를 특별히 보는 나머지 거위들이 나쁜 거위는 아니므로 그들을 이해하는 마음도 그...+ 더보기",2,0,꽤 예전에 보았던 동화인데 제목을 달리 해 새로 출간되었다  그 때는  깃털없는 거위 보르카 여서 거위인 줄만 알았는데 기러기였나보다  기러기여야 말이 된다   교훈적인 내용이지만 너무 솔직하게 교과서적이고  그림도 다소 거칠어서 눈에 쏙 들어오지는 않는다  아쉬운 점은  깃털없는 새에 대해 왜 남들이 편견을 갖게 되는지에 대한 시각도 조명해 줬으면 하는 부분이다  깃털이 없든  다리가 불편하든 남들보다 특별한 것은 사실이다  때문에 그런 친구를 특별히 보는 나머지 거위들이 나쁜 거위는 아니므로 그들을 이해하는 마음도 그  더보기,"['꽤', '예전', '에', '보았던', '동화', '인데', '제목', '을', '달리', '해', '새로', '출', '간', '되었다', '그', '때', '는', '깃털', '없는', '거위', '보르', '카', '여서', '거위', '인', '줄', '만', '알았는데', '기러기', '였나보다', '기러기', '여야', '말', '이', '된다', '교훈', '적', '인', '내용', '이지만', '너무', '솔직하게', '교과서', '적', '이고', '그림', '도', '다소', '거칠어서', '눈', '에', '쏙', '들어오지는', '않는다', '아쉬운', '점', '은', '깃털', '없는', '새', '에', '대해', '왜', '남', '들', '이', '편견', '을', '갖게', '되는지에', '대한', '시각', '도', '조명', '해', '줬으면', '하는', '부분', '이다', '깃털', '이', '없든', '다리', '가', '불편하든', '남', '들', '보다', '특별한', '것', '은', '사실', '이다', '때문', '에', '그런', '친구', '를', '특별히', '보는', '나머지', '거위', '들', '이', '나쁜', '거위', '는', '아니므로', '그', '들', '을', '이해', '하는', '마음', '도', '그', '더', '보기']",꽤 예전 에 보았던 동화 인데 제목 을 달리 해 새로 출 간 되었다 그 때 는 깃털 없는 거위 보르 카 여서 거위 인 줄 만 알았는데 기러기 였나보다 기러기 여야 말 이 된다 교훈 적 인 내용 이지만 너무 솔직하게 교과서 적 이고 그림 도 다소 거칠어서 눈 에 쏙 들어오지는 않는다 아쉬운 점 은 깃털 없는 새 에 대해 왜 남 들 이 편견 을 갖게 되는지에 대한 시각 도 조명 해 줬으면 하는 부분 이다 깃털 이 없든 다리 가 불편하든 남 들 보다 특별한 것 은 사실 이다 때문 에 그런 친구 를 특별히 보는 나머지 거위 들 이 나쁜 거위 는 아니므로 그 들 을 이해 하는 마음 도 그 더 보기
2399,르네상스를 만든 사람들,"「르네상스를 만든 사람들」 중에서...97페이지...""일반 독일인과 강제수용소에 끌려가서 죽은 유대인을 생각해보세요. 강제수용소가 존재한다는 사실은 독일인도 대부분 일고 있었습니다. 어제까지 친하게 지내던 친구가 하루아침에 사라진 것도 몰랐을 리가 없습니다. 하지만 그런 것은 보고 싶지도 않고 생각하고 싶지도 않다고 줄곧 생각하다 보니, 실제로 보이지 않게 되고 생각할수도 없게 되어버린 것입니다. 전쟁이 끝난 뒤에 독일인들은 한결같니 말했습니다. 우리믄 몰랐다고. 그것은 알고 싶지 않다고, 줄곧 그렇게 생각했기 때문입니다.""이 책이...+ 더보기",2,0,르네상스를 만든 사람들  중에서 페이지 일반 독일인과 강제수용소에 끌려가서 죽은 유대인을 생각해보세요  강제수용소가 존재한다는 사실은 독일인도 대부분 일고 있었습니다  어제까지 친하게 지내던 친구가 하루아침에 사라진 것도 몰랐을 리가 없습니다  하지만 그런 것은 보고 싶지도 않고 생각하고 싶지도 않다고 줄곧 생각하다 보니  실제로 보이지 않게 되고 생각할수도 없게 되어버린 것입니다  전쟁이 끝난 뒤에 독일인들은 한결같니 말했습니다  우리믄 몰랐다고  그것은 알고 싶지 않다고  줄곧 그렇게 생각했기 때문입니다 이 책이  더보기,"['르네상스', '를', '만든', '사람', '들', '중', '에서', '페이지', '일반', '독일인', '과', '강제수용소', '에', '끌려가서', '죽은', '유대인', '을', '생각', '해보세요', '강제수용소', '가', '존재', '한다는', '사실', '은', '독일인', '도', '대부분', '일', '고', '있었습니다', '어제', '까지', '친하게', '지내던', '친구', '가', '하루아침', '에', '사라진', '것', '도', '몰랐을', '리가', '없습니다', '하지만', '그런', '것', '은', '보고', '싶지도', '않고', '생각', '하고', '싶지도', '않다고', '줄곧', '생각', '하다', '보니', '실제', '로', '보이지', '않게', '되고', '생각', '할수도', '없게', '되어', '버린', '것', '입니다', '전쟁', '이', '끝난', '뒤', '에', '독일인', '들', '은', '한결같니', '말', '했습니다', '우리', '믄', '몰랐다고', '그것', '은', '알', '고', '싶지', '않다고', '줄곧', '그렇게', '생각', '했기', '때문', '입니다', '이', '책', '이', '더', '보기']",르네상스 를 만든 사람 들 중 에서 페이지 일반 독일인 과 강제수용소 에 끌려가서 죽은 유대인 을 생각 해보세요 강제수용소 가 존재 한다는 사실 은 독일인 도 대부분 일 고 있었습니다 어제 까지 친하게 지내던 친구 가 하루아침 에 사라진 것 도 몰랐을 리가 없습니다 하지만 그런 것 은 보고 싶지도 않고 생각 하고 싶지도 않다고 줄곧 생각 하다 보니 실제 로 보이지 않게 되고 생각 할수도 없게 되어 버린 것 입니다 전쟁 이 끝난 뒤 에 독일인 들 은 한결같니 말 했습니다 우리 믄 몰랐다고 그것 은 알 고 싶지 않다고 줄곧 그렇게 생각 했기 때문 입니다 이 책 이 더 보기
2400,NEW TEPS,내가 진짜 웬만해서는 이런거안적느네 18천원에 2회분밖에없고 해설을 뭐 이딴식으로 만들어놨는지 정답외에 오답 선택지 해석이 없습니다. 살다살다 이런 문제집은 처음보네요,1,0,내가 진짜 웬만해서는 이런거안적느네  천원에  회분밖에없고 해설을 뭐 이딴식으로 만들어놨는지 정답외에 오답 선택지 해석이 없습니다  살다살다 이런 문제집은 처음보네요,"['내', '가', '진짜', '웬만해서는', '이런거안', '적느네', '천원', '에', '회분', '밖에', '없고', '해설', '을', '뭐', '이딴', '식', '으로', '만들어놨는지', '정답', '외', '에', '오답', '선택', '지', '해석', '이', '없습니다', '살다', '살다', '이런', '문제', '집은', '처음', '보네요']",내 가 진짜 웬만해서는 이런거안 적느네 천원 에 회분 밖에 없고 해설 을 뭐 이딴 식 으로 만들어놨는지 정답 외 에 오답 선택 지 해석 이 없습니다 살다 살다 이런 문제 집은 처음 보네요
